month,day,order,country,page1_main_category,colour,location,model_photography,price,price_2,page,total_clicks,browsing_depth,weekday,weekend
7,21,1,24,1,2,6,1,62,1,1,27,5,0,0
6,7,4,29,2,2,6,1,48,2,2,4,2,5,1
8,9,10,29,2,6,5,2,33,2,2,19,3,5,1
5,14,6,29,2,10,2,1,52,1,1,8,2,2,0
5,20,6,29,2,9,5,1,57,1,2,8,2,1,0
6,24,5,29,2,10,2,1,52,1,1,5,2,1,0
7,3,18,29,4,3,1,1,28,2,1,11,5,3,0
7,11,3,29,2,6,5,1,38,2,2,3,2,4,0
4,22,24,29,4,2,1,1,48,1,1,19,5,1,0
4,6,12,29,1,3,1,1,43,2,1,14,3,6,1
5,26,9,29,4,4,3,2,28,2,1,8,1,0,0
8,4,8,9,1,3,3,1,62,1,1,16,4,0,0
4,22,2,29,3,6,1,2,23,2,1,3,1,1,0
6,18,13,29,2,14,2,2,52,1,1,13,3,2,0
8,11,2,29,2,4,1,1,57,1,1,3,2,0,0
8,6,30,10,3,9,6,1,50,1,2,25,4,2,0
7,15,1,9,3,7,4,1,33,2,1,1,1,1,0
6,11,1,29,1,3,1,1,72,1,1,12,3,2,0
5,1,1,29,1,3,1,1,72,1,1,4,4,3,0
4,22,8,44,2,13,3,1,57,1,2,22,3,1,0
4,14,70,24,3,11,2,1,48,1,1,59,4,0,0
5,30,4,29,2,6,6,2,38,2,1,7,1,4,0
6,1,6,29,2,14,2,2,52,1,1,9,2,6,1
6,3,6,29,4,2,2,1,43,1,1,7,1,1,0
8,7,10,29,4,9,2,2,38,1,4,8,5,3,0
5,19,2,9,3,11,2,1,48,1,1,18,4,0,0
5,8,7,29,3,11,3,1,55,1,3,6,3,3,0
7,28,5,29,2,10,2,1,52,1,1,14,4,0,0
4,9,2,29,1,3,1,1,43,2,1,9,5,2,0
4,24,17,29,3,5,2,2,52,1,4,19,4,3,0
4,12,7,29,4,2,6,1,28,2,1,10,1,5,1
6,20,11,29,2,9,4,1,57,1,2,9,4,4,0
6,19,14,9,1,1,1,1,62,1,2,23,4,3,0
4,30,41,29,4,12,1,2,33,2,5,31,5,2,0
4,8,18,29,1,3,4,1,62,1,1,29,2,1,0
7,30,2,16,3,13,3,1,48,1,1,16,3,2,0
7,15,8,29,4,6,3,2,33,2,2,9,3,1,0
4,13,6,29,2,2,5,1,62,1,1,6,2,6,1
8,4,2,29,2,9,5,1,38,2,1,6,2,0,0
4,3,1,29,1,3,3,1,43,2,1,3,3,3,0
4,8,4,29,2,7,2,1,38,2,2,4,2,1,0
5,21,7,9,2,3,1,2,57,1,1,16,2,2,0
6,18,9,29,4,7,6,1,33,2,1,10,3,2,0
5,12,4,24,4,7,6,1,33,2,1,5,1,0,0
5,27,15,29,4,14,6,1,33,2,4,12,5,1,0
7,8,14,12,1,2,6,1,62,1,1,19,3,1,0
4,11,1,29,2,6,6,2,38,2,1,5,2,4,0
6,25,5,29,4,9,2,2,43,1,3,18,4,2,0
4,1,3,29,3,11,2,1,48,1,1,3,2,1,0
7,8,20,29,4,14,4,1,28,2,3,15,4,1,0
4,5,5,29,2,10,2,1,52,1,1,5,2,5,1
7,21,2,9,1,3,4,1,62,1,1,10,3,0,0
4,17,16,29,3,9,5,2,20,2,3,27,5,3,0
4,4,1,29,1,3,2,2,38,2,1,1,1,4,0
4,5,1,29,1,3,3,1,43,2,1,37,4,5,1
8,3,1,29,4,14,1,2,33,2,4,3,4,6,1
4,11,6,29,2,12,5,2,62,1,1,9,2,4,0
7,17,4,29,4,2,6,2,38,1,1,5,1,3,0
4,28,8,9,3,5,2,2,52,1,4,6,4,0,0
6,2,12,29,3,5,1,2,33,2,4,12,4,0,0
7,30,6,29,2,6,5,1,38,2,2,5,2,2,0
4,2,5,29,3,4,1,2,28,2,1,8,3,2,0
4,25,3,29,1,1,5,1,28,2,1,14,3,4,0
4,8,2,29,2,6,6,2,38,2,1,5,4,1,0
5,12,5,29,3,3,2,1,43,1,2,9,3,0,0
7,4,13,29,1,3,1,1,72,1,1,17,2,4,0
4,21,9,29,1,1,1,1,62,1,2,17,3,0,0
4,7,4,29,2,2,4,1,38,2,1,5,1,0,0
6,9,1,9,3,9,5,1,23,2,1,1,1,0,0
4,22,1,29,4,7,3,1,28,2,5,6,5,1,0
7,3,2,29,4,4,3,2,23,2,1,13,4,3,0
8,3,1,9,2,6,6,2,38,2,1,25,1,6,1
8,12,6,29,2,2,5,1,62,1,1,7,2,1,0
5,7,5,29,2,6,5,1,38,2,2,7,3,2,0
7,13,7,29,4,4,5,2,38,1,1,8,1,6,1
6,23,5,29,1,1,1,1,62,1,2,15,3,0,0
4,20,18,9,3,6,3,2,28,2,3,14,3,6,1
6,18,1,29,3,6,5,1,20,2,3,5,3,2,0
5,25,2,29,1,3,1,1,72,1,1,5,1,6,1
6,11,26,9,2,2,4,1,43,2,1,31,4,2,0
5,9,6,29,1,4,2,1,43,2,3,4,3,4,0
6,24,38,29,4,9,4,2,43,1,4,33,5,1,0
8,12,5,9,3,14,2,2,28,2,3,10,4,1,0
5,29,17,9,1,3,4,1,38,2,1,12,2,3,0
4,11,6,29,1,1,6,1,33,2,1,10,3,4,0
6,28,5,29,2,11,2,1,57,1,2,6,2,5,1
5,10,8,29,3,11,2,1,48,1,1,6,3,5,1
8,12,2,29,1,2,4,1,38,2,1,3,2,1,0
6,6,16,9,1,2,6,1,62,1,1,37,3,4,0
5,18,1,29,2,12,6,1,52,1,1,3,1,6,1
6,30,14,29,2,2,2,1,67,1,2,20,3,0,0
7,7,1,29,3,2,3,2,48,1,1,1,1,0,0
7,17,4,29,3,14,2,2,28,2,3,9,3,3,0
7,3,20,29,3,14,6,1,57,1,3,17,4,3,0
5,1,9,29,4,7,3,1,28,2,5,8,5,3,0
4,16,3,9,2,4,1,1,57,1,1,9,1,2,0
4,22,1,29,3,14,4,1,43,1,1,5,3,1,0
4,12,4,29,4,2,1,1,33,2,4,15,4,5,1
5,7,6,29,1,1,5,1,28,2,1,8,3,2,0
6,8,4,29,1,2,4,1,60,1,2,3,2,6,1
4,11,1,29,1,3,3,1,82,1,1,9,2,4,0
5,31,2,29,1,2,6,1,38,2,2,7,5,5,1
4,17,4,9,3,11,2,1,48,1,1,6,1,3,0
6,18,5,29,4,2,6,2,38,1,1,6,3,2,0
4,29,2,29,2,2,2,1,52,1,1,30,3,1,0
6,10,3,29,3,6,4,1,28,2,3,2,3,1,0
6,10,1,29,1,6,5,2,62,1,2,5,2,1,0
7,8,6,29,1,3,3,1,43,2,1,5,1,1,0
4,5,1,29,3,4,2,1,48,1,1,25,4,5,1
4,18,1,29,1,3,2,1,43,2,1,1,1,4,0
4,30,6,21,3,5,2,2,52,1,4,6,4,2,0
7,2,4,29,3,6,3,1,48,1,1,3,1,2,0
7,28,3,29,1,3,3,1,43,2,1,4,1,0,0
5,16,7,29,3,13,1,1,48,1,4,15,4,4,0
7,12,7,29,3,14,2,2,28,2,3,12,3,5,1
7,3,14,29,3,13,4,2,18,2,3,20,5,3,0
5,12,10,29,3,13,6,1,28,2,1,9,2,0,0
8,5,10,29,4,3,1,1,28,2,1,19,4,1,0
6,27,1,29,4,7,6,1,33,2,1,1,1,4,0
6,4,2,29,2,9,5,1,38,2,1,7,1,2,0
5,26,17,9,2,2,4,1,67,1,1,31,4,0,0
5,5,13,9,2,4,1,1,57,1,1,9,2,0,0
5,26,9,29,4,7,6,1,33,2,1,8,2,0,0
4,11,29,23,3,6,4,2,52,1,2,25,3,4,0
4,28,6,29,3,11,2,1,48,1,1,6,3,0,0
5,5,1,29,1,14,5,2,33,2,1,3,2,0,0
6,23,5,29,1,14,5,2,33,2,1,11,4,0,0
6,29,7,9,1,2,5,1,38,2,2,6,2,6,1
6,3,4,9,1,14,6,2,33,2,2,10,2,1,0
5,20,2,29,3,7,6,1,48,1,2,6,3,1,0
4,7,1,29,4,4,3,1,43,1,2,5,2,0,0
4,29,1,9,1,3,4,1,38,2,1,33,3,1,0
7,21,7,29,3,14,6,1,43,1,2,23,5,0,0
4,10,3,29,4,4,5,2,38,1,1,3,4,3,0
6,27,16,29,1,3,2,1,43,2,1,13,4,4,0
5,5,1,29,1,3,3,1,43,2,1,15,2,0,0
7,30,2,29,1,3,1,1,43,2,1,32,3,2,0
7,16,16,29,3,14,4,1,43,1,1,18,4,2,0
7,7,2,29,1,2,6,1,38,2,2,5,3,0,0
6,10,185,9,3,9,5,2,20,2,3,164,4,1,0
6,1,4,29,4,6,5,2,33,2,3,3,3,6,1
6,10,13,29,2,2,5,1,62,1,1,14,3,1,0
6,12,4,29,4,4,3,2,43,1,5,5,5,3,0
7,13,16,29,2,2,4,1,67,1,1,58,5,6,1
7,30,21,29,4,6,2,2,28,2,2,14,2,2,0
6,2,11,29,1,3,3,1,62,1,1,17,3,0,0
8,12,6,29,4,2,2,1,43,1,1,12,4,1,0
6,5,3,29,2,12,5,2,62,1,1,7,2,3,0
4,25,15,29,1,3,3,1,43,2,1,14,5,4,0
6,2,1,29,2,12,1,1,52,1,1,2,2,0,0
6,26,1,16,3,14,4,1,43,1,1,6,2,3,0
4,2,6,29,2,6,5,1,38,2,2,8,2,2,0
5,20,2,29,1,3,2,1,43,2,1,3,1,1,0
4,9,6,29,2,12,6,1,52,1,1,7,1,2,0
6,25,1,9,1,3,2,1,43,2,1,10,3,2,0
6,27,13,29,4,9,5,1,43,1,2,23,4,4,0
8,12,2,29,2,2,4,1,67,1,1,8,2,1,0
5,11,6,21,3,9,5,1,48,1,1,7,3,6,1
4,30,11,29,1,3,5,1,60,1,1,14,3,2,0
4,28,4,9,2,6,6,2,38,2,1,4,1,0,0
4,17,1,29,4,2,1,1,48,1,1,3,4,3,0
4,14,4,9,3,6,4,1,28,2,3,3,3,0,0
5,16,2,29,3,6,5,1,33,2,1,2,1,4,0
4,16,4,29,3,9,5,2,20,2,3,5,4,2,0
4,9,10,29,2,2,6,1,48,2,2,8,2,2,0
7,14,18,29,1,6,2,1,28,2,3,13,5,0,0
6,30,6,29,4,4,4,2,38,1,1,6,3,0,0
7,4,9,24,2,9,5,1,57,1,2,15,4,4,0
7,16,13,29,3,14,2,2,48,1,4,10,4,2,0
4,22,2,29,3,4,1,2,28,2,1,3,1,1,0
4,11,6,9,2,2,4,1,38,2,1,6,1,4,0
8,4,3,46,1,3,1,1,72,1,1,6,1,0,0
6,17,9,29,1,14,5,2,33,2,1,10,3,1,0
7,8,11,29,1,6,2,2,33,2,2,35,4,1,0
4,23,1,29,2,10,2,1,52,1,1,9,2,2,0
4,20,17,29,4,3,1,1,38,1,1,20,5,6,1
6,18,13,29,4,6,4,2,48,1,5,18,5,2,0
5,30,1,29,1,14,5,2,33,2,1,2,1,4,0
6,19,5,9,3,13,2,1,28,2,3,4,3,3,0
5,22,19,29,3,6,1,2,57,1,4,17,4,3,0
7,31,12,29,3,5,2,2,52,1,4,19,4,3,0
4,18,8,29,3,13,2,1,28,2,3,4,3,4,0
8,7,47,29,4,6,5,2,33,2,3,65,5,3,0
6,20,6,29,2,13,3,1,57,1,2,10,2,4,0
5,18,8,29,3,9,5,1,48,1,1,8,1,6,1
6,28,1,24,1,3,1,1,43,2,1,1,1,5,1
5,29,2,31,2,2,5,1,62,1,1,23,4,3,0
4,22,3,29,2,3,1,2,57,1,1,11,1,1,0
6,18,4,29,2,6,5,1,38,2,2,2,2,2,0
7,30,13,46,4,9,4,2,43,1,4,22,5,2,0
8,3,4,29,2,9,5,1,57,1,2,7,3,6,1
7,28,2,29,1,3,4,1,62,1,1,2,1,0,0
4,28,7,29,1,1,6,1,33,2,1,8,3,0,0
5,15,19,29,4,14,2,1,28,2,4,14,4,3,0
7,11,5,29,3,6,5,1,20,2,3,6,3,4,0
8,12,8,29,3,6,4,2,52,1,2,11,4,1,0
6,4,1,29,3,4,1,2,28,2,1,3,1,2,0
5,5,5,9,1,4,2,1,62,1,2,6,2,0,0
7,25,8,29,4,2,6,2,38,1,1,16,5,4,0
4,24,1,29,1,1,6,1,33,2,1,8,4,3,0
7,6,6,29,4,6,2,2,28,2,2,9,5,6,1
4,19,4,29,1,1,6,1,33,2,1,30,4,5,1
5,11,3,29,2,9,4,1,57,1,2,5,2,6,1
4,27,2,29,3,12,1,1,43,1,1,25,1,6,1
4,12,14,29,3,7,4,1,33,2,1,16,2,5,1
5,1,65,29,4,9,3,1,33,2,3,67,5,3,0
4,24,9,9,3,13,1,1,48,1,4,9,4,3,0
4,14,2,9,3,6,5,1,33,2,1,6,1,0,0
7,15,11,24,4,7,6,1,33,2,1,14,3,1,0
6,18,21,46,3,5,1,2,33,2,4,29,4,2,0
4,4,50,34,3,14,6,1,57,1,3,50,4,4,0
6,24,2,29,4,7,6,1,33,2,1,3,2,1,0
4,22,2,29,2,9,5,1,38,2,1,5,1,1,0
7,3,37,29,3,5,2,2,52,1,4,29,4,3,0
4,1,23,29,2,12,1,1,67,1,2,34,3,1,0
6,23,7,29,1,3,3,1,82,1,1,6,2,0,0
6,12,4,29,1,3,5,1,60,1,1,9,4,3,0
4,2,2,29,2,12,5,2,62,1,1,4,1,2,0
7,8,15,29,3,5,1,2,33,2,4,15,4,1,0
6,8,3,29,1,1,5,1,38,2,2,5,2,6,1
8,5,13,29,2,9,4,1,57,1,2,17,2,1,0
8,11,4,29,4,4,4,2,38,1,1,2,1,0,0
4,28,5,44,3,6,5,1,20,2,3,5,3,0,0
6,2,5,29,3,9,6,1,48,1,1,6,1,0,0
4,22,4,29,2,9,5,1,57,1,2,16,5,1,0
6,30,9,29,2,12,5,2,62,1,1,6,4,0,0
4,3,2,29,4,4,5,2,38,1,1,3,2,3,0
8,5,23,29,1,3,1,1,72,1,1,29,4,1,0
6,16,5,29,2,12,1,1,52,1,1,6,1,0,0
5,14,1,29,2,2,4,1,38,2,1,5,3,2,0
8,12,3,29,2,10,2,1,52,1,1,7,1,1,0
4,12,11,29,2,6,5,1,38,2,2,11,2,5,1
6,4,3,29,1,3,5,1,60,1,1,2,1,2,0
6,11,15,29,3,6,1,1,77,1,3,14,4,2,0
5,19,13,29,3,14,6,1,48,1,1,40,4,0,0
6,2,3,29,2,2,4,1,43,2,1,22,5,0,0
7,2,16,29,1,3,3,1,82,1,1,79,4,2,0
5,27,18,29,1,3,2,1,43,2,1,31,4,1,0
8,5,3,29,3,13,3,1,48,1,1,12,3,1,0
5,8,7,29,1,3,3,1,43,2,1,13,3,3,0
6,17,6,29,2,6,6,2,38,2,1,7,2,1,0
4,3,1,29,2,4,3,2,52,1,1,5,2,3,0
5,29,4,29,1,3,2,1,43,2,1,32,5,3,0
5,7,17,29,4,2,6,1,28,2,1,34,4,2,0
4,5,11,29,1,3,4,1,38,2,1,15,1,5,1
6,9,1,29,1,3,5,1,60,1,1,8,1,0,0
4,27,1,46,1,3,2,1,43,2,1,14,4,6,1
7,28,2,29,1,3,2,2,38,2,1,5,1,0,0
4,4,8,29,4,3,1,1,38,1,1,6,5,4,0
4,2,3,29,1,3,2,2,38,2,1,3,1,2,0
7,22,20,29,4,2,6,1,43,1,2,19,5,1,0
5,3,2,29,3,4,5,2,26,2,3,2,3,5,1
7,16,93,29,3,6,5,1,33,2,1,113,4,2,0
5,3,9,9,1,3,3,1,55,1,2,12,3,5,1
8,11,2,29,2,3,1,2,57,1,1,2,1,0,0
5,22,3,29,2,6,6,2,38,2,1,12,4,3,0
5,24,1,9,1,1,6,1,33,2,1,13,4,5,1
5,16,1,29,4,3,1,1,38,1,1,8,4,4,0
7,3,3,29,1,14,6,2,33,2,2,4,2,3,0
5,12,10,29,4,2,2,1,43,1,1,26,3,0,0
7,15,2,29,1,3,2,1,43,2,1,3,1,1,0
7,29,29,44,2,2,4,1,38,2,1,29,3,1,0
4,25,16,29,3,6,1,2,23,2,1,14,2,4,0
5,26,7,29,4,4,3,2,23,2,1,9,4,0,0
6,16,4,29,2,11,2,1,57,1,2,6,2,0,0
6,18,8,14,3,14,2,2,28,2,3,10,3,2,0
7,9,10,9,1,2,6,1,38,2,2,20,3,2,0
4,29,7,29,2,10,2,1,52,1,1,28,5,1,0
6,23,10,29,1,6,1,1,62,1,3,15,3,0,0
4,15,5,9,1,14,5,2,33,2,1,7,2,1,0
5,22,15,29,3,12,1,1,48,1,2,25,3,3,0
6,15,1,29,2,3,1,2,57,1,1,7,4,6,1
5,22,6,14,2,12,1,1,67,1,2,10,2,3,0
4,1,5,29,4,3,1,1,38,1,1,6,3,1,0
6,11,8,29,1,3,1,1,72,1,1,22,3,2,0
6,5,3,29,1,14,5,2,33,2,1,2,2,3,0
8,4,7,29,2,6,5,1,38,2,2,6,2,0,0
4,15,33,24,1,3,4,1,38,2,1,30,4,1,0
8,7,6,29,3,14,6,1,57,1,3,6,3,3,0
5,11,6,29,4,2,1,1,33,2,4,6,4,6,1
4,22,1,29,4,7,6,1,33,2,1,1,1,1,0
4,24,2,9,2,9,5,1,38,2,1,3,2,3,0
6,13,14,29,3,12,1,1,43,1,1,16,1,4,0
5,29,11,29,3,14,6,1,43,1,2,27,5,3,0
6,2,21,9,1,1,1,1,62,1,2,19,3,0,0
5,4,1,29,3,4,2,1,48,1,1,1,1,6,1
7,18,14,29,4,4,3,2,23,2,1,12,2,4,0
6,29,19,29,4,9,1,1,33,2,3,16,5,6,1
7,28,38,29,4,14,6,1,33,2,4,34,5,0,0
5,5,18,29,1,2,1,1,62,1,3,35,3,0,0
5,6,7,29,1,3,3,1,82,1,1,7,2,1,0
7,7,8,29,4,7,1,1,23,2,2,9,4,0,0
7,12,9,29,4,14,5,1,33,2,3,9,3,5,1
6,22,5,29,3,14,6,1,38,2,3,9,3,6,1
4,28,1,29,1,8,1,1,28,2,1,1,1,0,0
5,21,1,29,1,8,1,1,28,2,1,5,2,2,0
7,5,3,29,1,3,4,1,62,1,1,6,1,5,1
5,4,1,29,1,3,2,2,38,2,1,3,3,6,1
6,4,3,24,2,2,2,1,67,1,2,3,2,2,0
7,1,10,29,1,6,4,1,38,2,2,23,4,1,0
4,8,20,29,3,11,2,1,48,1,1,25,3,1,0
6,2,1,24,1,4,2,1,62,1,2,2,3,0,0
5,28,11,29,1,3,2,1,43,2,1,34,5,2,0
5,18,9,29,2,12,1,1,67,1,2,18,4,6,1
6,6,42,29,4,3,2,1,23,2,1,41,2,4,0
5,9,16,29,4,3,2,1,23,2,1,14,4,4,0
7,11,25,29,2,2,4,1,67,1,1,20,2,4,0
6,19,7,29,1,3,4,1,62,1,1,14,1,3,0
4,28,18,29,4,9,2,2,43,1,3,34,5,0,0
7,2,32,29,4,3,1,1,38,1,1,30,4,2,0
6,27,5,29,3,9,5,1,48,1,1,15,4,4,0
8,9,40,9,3,11,2,2,43,1,2,81,4,5,1
4,18,5,29,3,14,4,1,43,1,1,5,2,4,0
6,28,3,29,2,12,5,2,62,1,1,3,2,5,1
4,12,27,29,1,3,4,1,62,1,1,25,5,5,1
5,4,57,29,3,6,1,2,57,1,4,43,4,6,1
4,20,13,29,3,14,3,1,55,1,3,10,3,6,1
4,24,4,29,2,7,2,1,38,2,2,4,2,3,0
8,7,3,29,4,4,5,1,38,1,1,16,2,3,0
5,31,1,29,1,3,3,1,43,2,1,13,1,5,1
4,25,2,29,3,12,1,1,48,1,2,4,4,4,0
5,5,7,29,4,14,5,1,33,2,3,8,4,0,0
4,11,2,29,4,4,3,2,23,2,1,5,4,4,0
4,23,12,29,3,12,1,1,43,1,1,13,2,2,0
6,21,6,29,3,7,4,1,33,2,1,5,4,5,1
6,2,1,29,2,6,3,1,38,2,2,14,2,0,0
4,1,23,29,3,2,5,1,33,2,2,39,3,1,0
6,28,8,29,2,12,6,1,52,1,1,10,2,5,1
6,14,12,21,2,2,2,1,67,1,2,15,2,5,1
4,29,2,29,3,9,5,2,20,2,3,5,3,1,0
8,7,5,29,1,6,5,2,62,1,2,18,3,3,0
4,6,7,29,1,3,4,1,62,1,1,10,3,6,1
4,7,5,29,1,2,6,1,62,1,1,5,2,0,0
4,28,10,29,4,2,1,1,48,1,1,7,3,0,0
8,5,1,29,3,14,6,1,48,1,1,1,1,1,0
6,16,2,29,2,2,4,1,43,2,1,8,2,0,0
4,1,2,29,1,3,4,1,62,1,1,2,1,1,0
6,2,1,29,4,14,4,1,28,2,3,5,4,0,0
4,2,10,29,2,3,1,2,57,1,1,10,2,2,0
5,29,3,21,3,5,1,2,33,2,4,11,5,3,0
6,16,13,29,4,2,1,1,48,1,1,18,4,0,0
7,25,22,29,4,3,1,1,28,2,1,33,5,4,0
4,1,7,29,2,12,5,2,62,1,1,9,1,1,0
5,21,5,29,2,12,5,2,62,1,1,21,2,2,0
6,13,6,29,3,14,3,1,28,2,2,20,5,4,0
6,13,3,29,4,14,5,1,33,2,3,4,4,4,0
7,17,14,29,2,4,1,1,57,1,1,22,1,3,0
6,6,3,29,3,7,4,1,33,2,1,8,2,4,0
7,23,7,29,4,2,2,2,43,1,5,7,5,2,0
8,10,2,29,1,3,1,1,43,2,1,2,1,6,1
5,8,1,44,4,3,1,1,38,1,1,12,4,3,0
4,27,9,29,3,14,6,1,43,1,2,15,2,6,1
6,20,2,29,4,7,6,1,33,2,1,4,5,4,0
7,15,11,29,1,2,6,1,62,1,1,12,2,1,0
5,21,16,29,1,2,6,1,38,2,2,21,4,2,0
7,1,1,29,1,3,3,1,43,2,1,5,2,1,0
7,26,2,29,1,3,2,1,43,2,1,3,1,5,1
4,14,2,29,1,3,2,1,43,2,1,2,1,0,0
5,14,11,9,3,5,1,2,33,2,4,7,4,2,0
7,3,6,29,4,6,4,2,48,1,5,26,5,3,0
5,21,25,29,4,3,1,1,28,2,1,26,5,2,0
5,14,18,29,3,9,5,2,20,2,3,22,4,2,0
4,26,19,29,3,2,4,2,28,2,2,27,4,5,1
4,5,5,29,2,6,3,1,38,2,1,11,3,5,1
4,30,18,29,1,2,6,1,62,1,1,28,5,2,0
5,30,6,29,1,3,2,2,38,2,1,5,1,4,0
5,7,1,29,3,9,5,1,48,1,1,4,1,2,0
7,31,20,29,1,3,1,1,43,2,1,19,5,3,0
6,18,2,9,2,12,6,1,52,1,1,28,4,2,0
5,1,7,29,4,4,4,1,33,2,1,4,1,3,0
4,4,33,29,1,2,4,1,60,1,2,44,4,4,0
8,12,1,29,1,8,1,1,28,2,1,6,1,1,0
6,20,4,29,2,12,1,1,52,1,1,5,2,4,0
7,21,1,29,1,3,1,1,43,2,1,7,2,0,0
4,18,6,29,2,11,2,1,57,1,2,6,2,4,0
4,19,41,29,4,4,2,1,43,1,3,55,5,5,1
7,6,10,29,1,14,5,2,33,2,1,10,3,6,1
5,16,11,9,2,11,2,1,57,1,2,24,4,4,0
6,2,15,29,3,9,5,1,23,2,1,13,3,0,0
7,13,3,29,1,4,2,1,43,2,3,3,3,6,1
4,2,4,29,4,4,5,1,38,1,1,5,1,2,0
5,23,9,29,2,9,4,1,38,2,2,4,2,4,0
7,30,2,29,3,6,1,2,57,1,4,9,4,2,0
5,28,31,29,1,3,4,1,62,1,1,34,5,2,0
4,19,6,3,3,4,2,1,48,1,1,29,4,5,1
4,22,4,44,2,2,3,1,57,1,2,22,3,1,0
5,26,28,29,2,2,2,1,52,1,1,32,4,0,0
6,8,4,29,4,2,2,1,43,1,1,6,3,6,1
6,26,10,29,4,3,1,1,28,2,1,18,5,3,0
4,27,8,29,4,7,6,1,33,2,1,6,3,6,1
5,30,1,29,1,14,5,2,33,2,1,5,1,4,0
6,16,10,29,3,14,3,1,55,1,3,6,3,0,0
5,12,7,29,4,2,2,1,43,1,1,7,2,0,0
5,27,1,29,2,4,1,1,57,1,1,2,1,1,0
7,30,6,9,2,2,4,1,38,2,1,7,2,2,0
4,11,3,9,3,4,1,2,28,2,1,5,3,4,0
4,17,1,24,1,3,3,1,82,1,1,2,1,3,0
4,3,1,29,2,13,3,1,57,1,2,1,2,3,0
7,23,1,29,4,14,5,1,33,2,3,3,3,2,0
4,2,1,29,1,1,5,1,28,2,1,5,1,2,0
6,30,7,24,1,3,2,2,38,2,1,7,1,0,0
7,14,1,29,2,2,4,1,67,1,1,8,2,0,0
8,3,2,29,3,2,3,2,48,1,1,5,1,6,1
4,5,37,29,4,9,4,2,43,1,4,33,4,5,1
8,12,1,29,2,3,1,2,57,1,1,3,4,1,0
7,6,8,29,2,11,2,1,57,1,2,12,3,6,1
6,3,4,29,3,2,3,2,48,1,1,2,3,1,0
6,10,5,29,1,1,4,2,43,2,2,14,3,1,0
4,2,13,29,2,2,5,1,62,1,1,17,3,2,0
4,1,7,29,1,14,5,2,33,2,1,10,3,1,0
4,9,21,9,2,12,1,1,52,1,1,26,4,2,0
4,2,16,29,3,6,2,1,33,2,1,21,4,2,0
4,18,18,29,4,9,5,1,43,1,4,20,4,4,0
7,9,5,29,3,9,5,1,23,2,1,10,3,2,0
4,14,3,29,3,6,3,1,48,1,1,3,3,0,0
4,3,3,29,4,7,6,1,33,2,1,6,1,3,0
4,20,15,29,1,3,3,1,43,2,1,18,1,6,1
4,15,3,9,3,4,5,2,26,2,3,4,3,1,0
4,21,44,29,4,2,3,1,28,2,1,40,4,0,0
7,9,1,41,1,3,1,1,43,2,1,4,1,2,0
5,21,3,29,3,14,4,1,43,1,1,5,4,2,0
6,16,4,29,4,6,2,2,28,2,2,5,4,0,0
8,4,5,46,1,2,4,1,38,2,1,6,1,0,0
5,5,4,29,2,9,4,1,57,1,2,3,2,0,0
6,12,62,29,3,9,5,2,20,2,3,105,5,3,0
5,15,68,29,3,11,2,1,48,1,1,85,4,3,0
6,22,12,29,3,6,1,2,57,1,4,10,4,6,1
4,10,9,29,3,14,6,1,48,1,1,9,2,3,0
6,16,9,29,3,12,1,1,43,1,1,14,1,0,0
4,10,62,29,2,9,4,1,57,1,2,71,3,3,0
7,5,20,29,4,2,2,1,43,1,1,19,4,5,1
6,24,2,29,3,14,6,1,57,1,3,2,3,1,0
8,11,5,29,3,14,6,1,57,1,3,5,4,0,0
7,15,1,29,2,2,4,1,67,1,1,1,1,1,0
8,3,173,29,3,6,1,1,77,1,3,157,5,6,1
4,3,5,29,1,1,1,1,62,1,2,6,2,3,0
5,22,6,29,2,6,3,1,38,2,1,6,2,3,0
4,25,3,9,1,6,5,2,62,1,2,4,2,4,0
6,9,12,29,3,14,2,2,28,2,3,12,3,0,0
5,21,11,29,2,10,2,1,52,1,1,9,3,2,0
8,2,2,29,1,3,4,1,62,1,1,6,2,5,1
4,6,12,9,1,2,4,1,38,2,1,23,3,6,1
7,20,46,29,3,6,1,2,23,2,1,32,4,6,1
8,10,1,29,2,2,4,1,38,2,1,1,1,6,1
4,1,19,24,3,2,4,1,48,1,3,21,4,1,0
5,1,12,29,1,3,2,2,38,2,1,20,2,3,0
5,25,17,29,2,9,4,1,57,1,2,25,2,6,1
6,3,7,29,4,6,5,2,33,2,3,4,3,1,0
8,8,14,29,2,2,3,1,57,1,2,11,3,4,0
7,5,20,29,1,1,6,1,33,2,2,16,3,5,1
7,9,14,9,1,2,3,1,62,1,3,20,3,2,0
7,15,8,29,1,2,4,1,38,2,1,15,4,1,0
6,30,16,29,2,11,2,1,57,1,2,17,3,0,0
4,2,4,29,4,2,1,1,48,1,1,3,3,2,0
8,1,11,29,4,2,3,1,28,2,1,28,1,4,0
4,3,3,29,1,1,6,1,33,2,1,17,5,3,0
7,2,28,29,2,12,1,1,67,1,2,79,4,2,0
7,16,115,29,3,7,6,1,48,1,2,113,4,2,0
4,2,8,29,1,1,5,1,28,2,1,10,4,2,0
4,3,2,16,1,3,1,1,43,2,1,11,3,3,0
6,1,5,9,1,1,6,1,33,2,2,19,4,6,1
5,11,6,29,3,4,5,2,26,2,3,7,3,6,1
6,4,1,29,2,2,5,1,62,1,1,7,3,2,0
4,10,5,29,3,2,5,1,33,2,2,7,3,3,0
