month,day,order,country,page1_main_category,colour,location,model_photography,price,price_2,page,total_clicks,browsing_depth,weekday,weekend
5,22,5,29,2,2,2,1,52,1,1,3,1,3,0
4,28,1,29,1,8,1,1,28,2,1,2,1,0,0
5,21,3,24,1,3,1,1,43,2,1,1,1,2,0
7,21,30,29,1,6,4,1,38,2,2,18,2,0,0
6,16,2,29,3,2,3,1,33,2,2,1,2,0,0
6,2,7,16,4,14,4,1,28,2,3,6,3,0,0
5,19,38,29,1,2,5,1,38,2,2,9,4,0,0
4,9,16,24,2,7,2,1,38,2,2,12,4,2,0
6,15,12,29,3,13,3,1,48,1,1,7,2,6,1
8,12,5,41,3,14,1,1,57,1,2,4,2,1,0
4,23,21,29,3,14,5,1,48,1,2,2,2,2,0
7,13,21,29,4,2,2,2,43,1,5,7,5,6,1
8,8,1,29,2,2,4,1,43,2,1,2,1,4,0
5,29,4,29,4,2,3,1,28,2,1,2,1,3,0
4,2,4,9,2,12,6,1,52,1,1,4,2,2,0
7,9,1,9,1,3,1,1,72,1,1,2,1,2,0
6,15,4,29,1,3,3,1,62,1,1,3,1,6,1
4,27,27,29,2,2,2,1,67,1,2,8,3,6,1
4,20,2,29,1,3,3,1,43,2,1,1,1,6,1
6,3,15,29,3,14,2,2,28,2,3,5,5,1,0
4,7,2,29,1,2,3,1,62,1,3,1,3,0,0
6,9,10,44,2,12,6,1,52,1,1,1,1,0,0
5,9,34,22,3,6,2,1,33,2,1,6,3,4,0
5,5,6,29,1,3,2,1,43,2,1,1,1,0,0
4,4,4,29,2,13,3,1,57,1,2,3,2,4,0
4,9,2,29,1,3,1,1,43,2,1,1,1,2,0
7,22,3,29,4,3,1,1,28,2,1,2,1,1,0
6,17,1,29,3,6,4,2,52,1,2,1,2,1,0
5,11,1,29,1,3,1,1,43,2,1,2,3,6,1
6,9,1,29,4,6,2,2,28,2,2,2,2,0,0
4,13,7,29,1,2,5,1,38,2,2,12,4,6,1
6,11,31,29,1,3,2,1,43,2,1,12,2,2,0
4,1,2,9,3,5,1,2,33,2,4,3,4,1,0
5,2,13,29,3,6,1,2,57,1,4,4,4,4,0
5,29,3,29,3,6,4,2,52,1,2,3,2,3,0
8,8,2,29,1,3,2,2,38,2,1,5,3,4,0
4,10,10,29,2,13,1,1,38,2,2,6,2,3,0
6,28,36,29,3,13,3,1,48,1,1,11,3,5,1
8,8,24,29,3,6,5,1,33,2,1,14,3,4,0
4,28,14,29,3,6,5,1,20,2,3,8,3,0,0
8,9,3,29,4,3,1,1,38,1,1,1,1,5,1
7,10,1,29,3,4,2,1,48,1,1,1,1,3,0
5,28,14,29,4,11,3,2,28,2,3,7,3,2,0
6,8,5,9,2,14,2,2,52,1,1,1,1,6,1
4,23,1,29,1,3,1,1,72,1,1,1,1,2,0
7,7,2,24,2,10,2,1,52,1,1,1,1,0,0
5,18,1,29,2,4,1,1,57,1,1,1,1,6,1
7,26,25,29,3,2,3,1,33,2,2,4,2,5,1
4,22,6,29,4,14,1,1,43,1,3,5,3,1,0
6,14,5,29,1,1,6,1,33,2,1,7,2,5,1
5,19,8,29,3,6,1,2,23,2,1,2,4,0,0
6,8,7,29,2,7,2,1,38,2,2,2,2,6,1
4,16,50,29,4,6,4,2,48,1,5,8,5,2,0
6,16,1,29,3,13,3,1,48,1,1,3,2,0,0
5,5,3,29,1,2,6,1,38,2,2,3,2,0,0
7,8,1,29,1,3,1,1,43,2,1,1,1,1,0
4,2,15,24,1,3,1,1,72,1,1,5,2,2,0
6,24,9,9,1,3,1,1,72,1,1,13,4,1,0
7,6,1,29,3,4,1,2,28,2,1,8,4,6,1
5,6,8,24,3,14,3,1,55,1,3,4,3,1,0
5,21,5,29,4,9,3,1,33,2,3,4,3,2,0
4,7,11,29,3,14,3,1,55,1,3,5,3,0,0
7,14,10,29,3,14,6,1,43,1,2,5,3,0,0
4,28,4,29,2,6,6,2,38,2,1,1,1,0,0
7,28,10,29,2,10,2,1,52,1,1,11,3,0,0
7,11,1,29,1,3,4,1,38,2,1,3,3,4,0
5,14,10,9,1,12,1,2,33,2,2,6,3,2,0
8,3,3,29,3,12,1,1,48,1,2,5,3,6,1
5,8,11,29,1,2,3,1,62,1,3,4,3,3,0
8,11,1,29,3,4,5,2,26,2,3,2,3,0,0
6,5,2,29,1,2,6,1,62,1,1,4,1,3,0
6,20,9,9,1,1,4,2,43,2,2,4,2,4,0
7,11,1,46,1,1,6,1,33,2,1,3,1,4,0
7,23,2,29,4,14,6,1,33,2,4,5,4,2,0
7,30,1,44,3,4,1,2,28,2,1,3,1,2,0
5,20,1,29,4,4,5,2,38,1,1,2,1,1,0
4,8,7,29,4,2,5,2,38,1,1,2,1,1,0
4,15,5,9,1,3,2,2,38,2,1,2,1,1,0
6,13,1,29,2,10,2,1,52,1,1,1,1,4,0
5,27,11,29,1,2,4,1,60,1,2,4,3,1,0
4,1,28,29,4,14,5,1,33,2,3,10,3,1,0
7,16,2,9,1,8,1,1,28,2,1,1,1,2,0
6,27,68,9,1,1,6,1,33,2,1,15,4,4,0
7,27,11,29,3,5,2,2,52,1,4,2,4,6,1
4,18,15,29,2,9,4,1,57,1,2,9,2,4,0
5,31,1,29,2,2,4,1,43,2,1,2,1,5,1
4,1,11,29,2,12,1,1,52,1,1,9,1,1,0
7,15,3,29,3,13,4,2,18,2,3,1,3,1,0
5,14,17,9,2,7,2,1,38,2,2,6,3,2,0
5,13,3,29,2,2,3,1,57,1,2,4,4,1,0
6,17,7,24,1,2,5,1,38,2,2,2,2,1,0
4,8,1,9,3,2,3,2,48,1,1,1,1,1,0
6,9,2,29,3,2,3,1,33,2,2,3,2,0,0
4,27,6,9,2,11,2,1,57,1,2,4,2,6,1
7,24,5,29,2,2,4,1,67,1,1,2,3,3,0
8,9,2,29,2,2,4,1,38,2,1,2,1,5,1
6,8,2,29,1,3,2,1,43,2,1,3,3,6,1
7,13,1,29,2,4,1,1,57,1,1,1,1,6,1
8,11,2,29,1,3,2,1,43,2,1,2,4,0,0
4,2,27,29,4,7,1,1,23,2,2,9,5,2,0
5,2,18,29,3,14,1,1,57,1,2,4,3,4,0
5,27,4,29,1,3,1,1,72,1,1,10,1,1,0
6,29,14,29,4,6,2,2,28,2,3,4,3,6,1
4,15,8,29,2,12,6,1,52,1,1,4,2,1,0
7,30,15,29,4,2,3,2,43,1,2,7,3,2,0
5,19,1,29,1,3,2,2,38,2,1,3,3,0,0
7,1,1,24,2,12,6,1,52,1,1,2,3,1,0
5,8,11,29,1,3,2,2,38,2,1,3,2,3,0
5,20,18,29,4,2,2,1,43,1,1,5,2,1,0
4,28,9,29,1,3,5,1,60,1,1,2,1,0,0
6,25,3,29,2,10,2,1,52,1,1,1,1,2,0
5,27,2,29,2,12,6,1,52,1,1,2,2,1,0
6,13,2,29,2,2,4,1,67,1,1,1,1,4,0
8,1,41,29,4,9,6,2,48,1,2,12,5,4,0
4,1,3,29,3,2,5,1,33,2,2,1,2,1,0
7,28,2,24,4,7,3,1,28,2,5,1,5,0,0
4,30,2,29,2,2,4,1,38,2,1,1,1,2,0
4,19,4,29,2,6,3,1,38,2,1,5,3,5,1
8,6,7,29,4,4,3,2,28,2,1,5,2,2,0
8,10,20,29,4,9,2,2,43,1,3,7,5,6,1
4,3,2,29,2,4,1,1,57,1,1,3,1,3,0
5,16,7,9,2,3,1,2,57,1,1,3,2,4,0
5,8,11,29,1,3,4,1,38,2,1,10,1,3,0
4,16,3,29,1,3,1,1,43,2,1,2,2,2,0
5,24,7,29,2,9,4,1,38,2,2,1,2,5,1
5,5,11,29,1,2,6,1,38,2,2,9,3,0,0
6,20,2,29,1,4,2,1,43,2,3,1,3,4,0
4,11,2,29,1,2,2,1,48,1,2,4,3,4,0
5,29,1,29,2,13,3,1,57,1,2,4,2,3,0
4,19,73,29,4,6,4,2,48,1,5,18,5,5,1
4,8,4,29,3,9,5,1,23,2,1,4,2,1,0
7,9,7,29,2,13,3,1,57,1,2,3,2,2,0
7,21,7,29,1,3,1,1,72,1,1,2,1,0,0
6,1,2,29,1,2,2,1,48,1,2,1,2,6,1
8,13,56,29,4,9,2,2,43,1,3,10,4,2,0
7,10,16,29,3,12,1,1,48,1,2,7,2,3,0
8,6,3,29,3,4,2,1,48,1,1,1,1,2,0
4,20,1,29,4,3,1,1,38,1,1,4,1,6,1
5,17,5,29,2,9,5,1,57,1,2,3,3,5,1
7,24,2,29,4,4,4,1,33,2,1,6,2,3,0
4,28,26,29,2,2,4,1,38,2,1,6,3,0,0
5,12,6,29,1,3,3,1,82,1,1,2,3,0,0
5,24,5,29,2,6,6,2,38,2,1,4,2,5,1
5,21,20,29,1,3,3,1,82,1,1,9,2,2,0
5,24,15,46,2,6,3,1,38,2,1,6,2,5,1
7,31,1,29,3,12,1,1,48,1,2,1,2,3,0
4,28,3,29,2,2,5,1,62,1,1,4,2,0,0
6,5,6,29,2,9,5,1,38,2,1,1,1,3,0
4,14,12,9,1,3,4,1,38,2,1,9,4,0,0
6,11,12,29,4,6,2,2,28,2,2,5,4,2,0
6,26,3,9,1,14,5,2,33,2,1,4,3,3,0
7,10,8,29,3,4,1,2,28,2,1,3,1,3,0
5,6,7,29,1,3,1,1,72,1,1,2,1,1,0
6,2,5,29,2,9,5,1,57,1,2,2,2,0,0
4,9,4,29,2,12,6,1,52,1,1,2,1,2,0
7,16,2,24,1,1,5,1,28,2,1,1,1,2,0
8,1,10,9,1,3,3,1,82,1,1,5,1,4,0
4,9,1,29,3,13,3,1,48,1,1,1,1,2,0
4,30,17,29,2,13,1,1,38,2,2,5,3,2,0
5,27,6,29,1,3,1,1,43,2,1,2,1,1,0
6,16,10,29,4,4,4,2,38,1,1,6,4,0,0
6,27,3,24,2,7,2,1,38,2,2,3,2,4,0
7,22,10,29,3,12,5,1,33,2,2,5,3,1,0
5,29,7,29,1,2,4,1,60,1,2,11,2,3,0
5,26,7,29,2,2,4,1,62,1,2,7,2,0,0
8,3,6,29,2,6,6,2,38,2,1,3,2,6,1
7,3,12,29,4,7,3,2,38,1,3,8,3,3,0
4,20,3,29,1,2,6,1,62,1,1,3,2,6,1
4,7,19,29,3,13,4,2,18,2,3,4,3,0,0
4,15,1,29,1,3,2,2,38,2,1,3,2,1,0
4,10,5,29,4,3,1,1,28,2,1,10,2,3,0
5,25,4,9,1,14,5,2,33,2,1,2,1,6,1
6,5,7,29,2,6,5,2,33,2,2,3,2,3,0
5,16,4,9,1,1,1,1,62,1,2,3,2,4,0
5,19,1,29,2,13,1,1,38,2,2,1,2,0,0
7,20,3,29,1,3,3,1,82,1,1,2,1,6,1
7,23,1,29,4,3,1,1,38,1,1,1,1,2,0
4,15,15,29,4,2,6,2,38,1,3,3,3,1,0
4,11,8,29,3,14,6,1,38,2,3,2,3,4,0
6,24,6,29,2,6,5,1,38,2,2,3,2,1,0
4,4,5,29,1,6,2,2,33,2,2,3,2,4,0
7,4,23,29,2,9,4,1,57,1,2,2,3,4,0
6,5,12,29,2,4,1,1,57,1,1,4,2,3,0
7,8,23,29,3,6,2,1,33,2,1,5,1,1,0
5,3,25,9,3,6,1,2,57,1,4,5,4,5,1
4,3,5,29,3,7,6,1,48,1,2,6,3,3,0
5,15,1,29,1,2,4,1,38,2,1,3,2,3,0
6,26,6,21,1,3,3,1,43,2,1,5,4,3,0
6,11,2,29,3,2,3,2,48,1,1,2,3,2,0
8,8,5,29,4,6,4,2,48,1,5,4,5,4,0
7,20,21,29,3,2,1,1,43,1,3,14,4,6,1
4,1,8,29,2,2,4,1,43,2,1,3,2,1,0
4,2,4,9,3,4,1,2,28,2,1,1,1,2,0
5,8,19,29,1,3,2,2,38,2,1,8,3,3,0
5,21,12,29,3,14,6,1,57,1,3,7,3,2,0
6,16,3,29,1,3,2,1,43,2,1,6,1,0,0
5,4,2,29,4,7,6,1,33,2,1,4,4,6,1
5,5,13,29,4,14,2,2,48,1,5,4,5,0,0
6,11,4,29,4,4,4,1,33,2,1,5,4,2,0
7,19,1,29,3,9,6,1,50,1,2,2,3,5,1
6,20,4,29,4,4,4,1,33,2,1,3,1,4,0
5,17,2,29,2,6,5,1,38,2,2,2,2,5,1
6,1,1,29,1,14,5,2,33,2,1,1,1,6,1
7,17,13,29,3,14,2,2,28,2,3,5,3,3,0
6,24,10,29,4,6,6,2,38,1,4,2,4,1,0
6,26,11,29,4,14,1,1,43,1,3,4,4,3,0
4,22,18,29,1,14,5,2,33,2,1,6,5,1,0
6,25,7,16,4,4,5,2,38,1,1,9,5,2,0
4,5,2,29,1,3,3,1,62,1,1,2,1,5,1
6,11,4,29,1,3,3,1,55,1,2,1,2,2,0
7,12,10,29,3,14,2,2,28,2,3,3,3,5,1
8,6,2,29,3,14,5,1,48,1,2,4,3,2,0
7,1,3,29,2,2,3,1,57,1,2,2,2,1,0
7,23,77,29,4,14,4,1,28,2,3,26,5,2,0
6,4,9,29,3,9,6,1,48,1,1,4,1,2,0
7,10,1,29,4,3,1,1,38,1,1,4,3,3,0
7,25,18,29,4,14,1,1,43,1,3,7,4,4,0
6,24,16,9,3,6,4,1,28,2,3,5,3,1,0
4,18,1,29,4,7,6,1,33,2,1,1,1,4,0
7,13,1,29,1,3,4,1,38,2,1,1,1,6,1
5,15,8,29,3,2,4,2,48,1,2,3,3,3,0
4,19,23,29,4,14,1,2,33,2,4,3,4,5,1
5,29,7,29,1,1,1,1,62,1,2,5,2,3,0
8,12,6,29,1,3,4,1,38,2,1,2,2,1,0
7,4,9,29,4,6,4,2,48,1,5,1,5,4,0
8,7,9,29,4,9,5,1,28,2,3,7,4,3,0
4,30,11,9,1,1,5,1,28,2,1,7,2,2,0
6,10,13,9,3,14,3,1,28,2,2,4,2,1,0
5,6,5,29,1,6,5,2,62,1,2,3,2,1,0
7,25,6,29,1,2,6,1,38,2,2,2,2,4,0
4,10,2,29,2,6,5,1,38,2,2,2,4,3,0
5,6,1,29,1,3,3,1,43,2,1,1,1,1,0
4,30,14,29,4,3,1,1,38,1,1,5,2,2,0
4,7,3,29,1,3,3,1,43,2,1,2,1,0,0
6,6,9,29,1,1,1,1,62,1,2,4,5,4,0
5,13,10,29,2,10,2,1,52,1,1,4,3,1,0
4,23,5,29,1,6,4,1,38,2,2,2,2,2,0
6,17,2,29,2,10,2,1,52,1,1,2,1,1,0
4,27,10,9,3,14,1,1,57,1,2,4,2,6,1
7,5,5,29,2,9,5,1,38,2,1,10,5,5,1
4,16,9,29,1,2,5,1,38,2,2,3,3,2,0
6,19,3,9,1,4,2,1,62,1,2,1,2,3,0
5,7,22,29,1,6,5,2,62,1,2,6,3,2,0
7,24,23,9,1,6,2,1,28,2,3,7,3,3,0
6,9,6,9,2,2,6,1,48,2,2,17,3,0,0
5,30,2,9,1,3,4,1,38,2,1,1,1,4,0
4,14,3,29,2,3,1,2,57,1,1,5,1,0,0
8,5,3,29,3,6,4,1,28,2,3,2,3,1,0
5,27,8,29,4,9,2,2,38,1,4,1,4,1,0
4,14,1,29,1,3,1,1,43,2,1,3,2,0,0
6,27,4,29,4,7,6,1,33,2,1,1,1,4,0
6,2,13,9,3,7,2,1,28,2,3,4,3,0,0
6,24,2,29,2,2,5,1,62,1,1,1,1,1,0
6,1,6,29,1,14,6,2,33,2,2,4,3,6,1
7,15,10,29,4,2,6,1,43,1,2,3,2,1,0
6,27,6,29,1,3,4,1,62,1,1,3,1,4,0
5,3,14,29,4,9,5,1,43,1,4,2,4,5,1
5,2,10,9,1,14,6,2,33,2,2,2,2,4,0
4,2,1,29,2,10,2,1,52,1,1,1,1,2,0
7,3,4,29,2,10,2,1,52,1,1,3,1,3,0
4,29,4,29,3,9,5,1,48,1,1,3,3,1,0
7,22,13,29,4,4,4,2,38,1,1,6,2,1,0
4,20,31,29,4,12,1,2,33,2,5,11,5,6,1
5,25,2,29,1,2,1,2,38,2,2,1,2,6,1
6,23,4,29,1,3,4,1,62,1,1,1,1,0,0
4,3,14,29,2,11,2,1,57,1,2,5,2,3,0
5,24,1,29,2,9,4,1,38,2,2,1,2,5,1
4,6,3,9,1,3,1,1,72,1,1,4,1,6,1
4,18,4,29,1,3,2,1,43,2,1,3,1,4,0
4,24,7,29,2,13,1,1,38,2,2,3,2,3,0
7,23,17,29,2,2,4,1,62,1,2,6,2,2,0
5,28,18,29,4,2,6,2,33,2,4,5,4,2,0
4,1,3,24,2,9,5,1,38,2,1,1,1,1,0
4,12,6,29,2,9,5,1,38,2,1,2,4,5,1
6,25,1,29,2,9,5,1,57,1,2,3,2,2,0
5,1,12,9,3,12,1,1,43,1,1,4,1,3,0
6,5,8,29,1,3,3,1,82,1,1,4,5,3,0
5,5,1,29,1,3,2,1,43,2,1,2,1,0,0
4,14,5,29,1,1,5,1,28,2,1,3,2,0,0
5,21,5,29,4,2,6,1,28,2,1,2,4,2,0
6,17,13,29,3,2,1,1,43,1,3,8,5,1,0
8,5,1,29,2,4,1,1,57,1,1,3,1,1,0
5,18,7,29,1,4,1,1,38,2,3,2,3,6,1
7,9,5,29,1,6,2,1,28,2,3,3,5,2,0
4,18,9,29,2,10,2,1,52,1,1,6,4,4,0
7,10,1,44,1,8,1,1,28,2,1,1,1,3,0
6,15,5,9,3,13,1,1,38,2,3,5,3,6,1
8,9,2,29,1,1,1,1,62,1,2,2,2,5,1
4,8,2,9,2,9,5,1,38,2,1,1,1,1,0
6,25,12,29,2,12,5,2,62,1,1,7,3,2,0
6,6,33,29,1,1,5,1,38,2,2,5,2,4,0
4,7,3,29,2,7,2,1,38,2,2,2,2,0,0
5,6,9,9,2,2,4,1,38,2,1,1,1,1,0
7,31,9,29,3,5,2,2,52,1,4,2,4,3,0
4,6,29,29,4,3,5,2,43,1,2,11,3,6,1
8,10,12,29,4,14,2,1,28,2,4,2,4,6,1
7,14,11,9,1,3,3,1,62,1,1,6,1,0,0
4,9,6,29,3,13,3,1,48,1,1,2,1,2,0
8,4,14,29,3,4,1,2,28,2,1,8,4,0,0
4,11,7,29,2,6,5,1,38,2,2,2,2,4,0
4,8,38,29,4,7,1,1,23,2,2,6,4,1,0
7,28,1,29,1,4,2,1,62,1,2,1,2,0,0
6,9,2,29,2,6,6,2,38,2,1,1,1,0,0
7,27,27,29,4,2,5,2,43,1,4,10,5,6,1
4,25,5,22,1,1,6,1,33,2,1,4,1,4,0
4,2,10,9,2,13,3,1,57,1,2,4,2,2,0
6,10,10,9,3,6,1,2,23,2,1,1,1,1,0
4,11,36,29,1,4,2,1,43,2,3,9,5,4,0
5,24,1,29,1,3,2,1,43,2,1,1,1,5,1
6,28,14,29,3,14,1,1,57,1,2,8,4,5,1
5,20,15,29,3,6,4,2,52,1,2,2,2,1,0
7,3,10,29,1,3,4,1,38,2,1,19,1,3,0
5,20,2,29,2,2,2,1,67,1,2,2,4,1,0
5,27,7,42,3,13,1,1,38,2,3,3,3,1,0
4,3,21,29,4,9,5,1,43,1,2,6,3,3,0
4,11,7,29,3,7,4,1,33,2,1,3,2,4,0
5,29,1,29,1,6,1,1,62,1,3,2,3,3,0
5,1,2,9,2,9,5,1,38,2,1,4,1,3,0
4,3,1,29,3,12,1,1,48,1,2,1,2,3,0
5,12,1,9,1,2,4,1,60,1,2,2,2,0,0
6,30,3,29,1,3,3,1,43,2,1,2,3,0,0
7,11,15,29,4,5,4,2,33,2,2,3,2,4,0
5,25,5,29,3,6,1,2,57,1,4,1,4,6,1
4,10,22,29,1,3,3,1,43,2,1,8,2,3,0
5,28,1,29,1,3,2,1,43,2,1,2,1,2,0
6,3,1,29,2,7,2,1,38,2,2,1,2,1,0
5,27,7,29,4,9,5,1,43,1,2,3,2,1,0
7,16,10,29,1,3,2,2,38,2,1,3,2,2,0
6,26,5,9,2,2,4,1,67,1,1,4,3,3,0
6,26,24,9,3,9,5,1,48,1,1,10,2,3,0
5,16,17,9,3,11,2,2,43,1,2,10,4,4,0
4,17,4,29,2,13,3,1,57,1,2,11,5,3,0
4,1,4,29,1,3,3,1,62,1,1,2,1,1,0
4,18,6,29,1,1,6,1,33,2,1,1,1,4,0
5,9,8,9,3,11,2,1,48,1,1,3,2,4,0
7,14,9,9,1,3,2,1,43,2,1,1,1,0,0
4,29,1,29,1,1,5,1,28,2,1,2,3,1,0
6,8,6,29,1,4,2,1,43,2,3,3,3,6,1
7,9,2,29,4,4,4,1,33,2,1,1,1,2,0
8,9,5,29,2,9,4,1,57,1,2,2,2,5,1
6,3,5,29,1,2,1,2,38,2,2,5,5,1,0
6,25,8,29,1,3,2,2,38,2,1,2,1,2,0
5,22,17,29,3,6,1,2,57,1,4,8,5,3,0
4,3,10,29,3,14,6,1,48,1,1,2,2,3,0
7,15,3,29,2,9,5,1,57,1,2,4,2,1,0
5,22,5,29,1,2,3,1,38,2,2,1,2,3,0
8,3,6,29,3,5,2,2,52,1,4,4,4,6,1
7,7,4,44,3,12,5,1,33,2,2,2,2,0,0
4,10,4,29,4,9,4,2,33,2,3,2,3,3,0
4,1,1,29,2,4,1,1,57,1,1,1,1,1,0
7,21,12,29,2,2,2,1,67,1,2,2,2,0,0
5,20,2,29,3,14,4,1,43,1,1,2,1,1,0
4,1,1,29,2,12,1,1,52,1,1,2,1,1,0
7,1,1,29,1,14,5,2,33,2,1,1,1,1,0
6,18,46,24,2,14,2,2,52,1,1,13,4,2,0
4,8,1,24,1,3,3,1,43,2,1,1,1,1,0
5,19,8,29,3,4,1,2,28,2,1,3,3,0,0
4,14,8,29,4,7,1,1,23,2,2,2,5,0,0
6,20,1,29,2,2,4,1,38,2,1,1,1,4,0
6,28,2,29,1,3,1,1,43,2,1,7,4,5,1
4,17,5,29,1,14,5,2,33,2,1,12,4,3,0
4,8,1,29,2,11,2,1,57,1,2,1,2,1,0
6,20,3,29,4,12,4,2,28,2,4,2,5,4,0
4,2,3,44,4,4,5,1,38,1,1,4,2,2,0
4,4,12,29,3,2,4,1,48,1,3,3,3,4,0
7,5,22,29,4,12,4,2,28,2,4,4,4,5,1
8,6,9,29,3,6,4,1,28,2,3,5,4,2,0
6,27,2,29,2,3,1,2,57,1,1,1,1,4,0
6,18,9,29,2,1,3,1,48,2,1,3,1,2,0
6,25,10,9,3,5,2,2,52,1,4,2,4,2,0
8,2,2,29,2,2,4,1,67,1,1,1,1,5,1
4,25,6,29,4,4,3,2,28,2,1,9,4,4,0
5,7,1,29,1,3,1,1,72,1,1,2,1,2,0
4,1,3,29,3,6,4,1,28,2,3,1,3,1,0
5,31,9,29,4,4,5,2,38,1,1,5,1,5,1
7,29,1,29,1,2,6,1,62,1,1,2,1,1,0
4,21,13,3,1,2,5,1,38,2,2,6,3,0,0
8,11,2,29,4,4,5,2,38,1,1,1,1,0,0
5,6,4,44,1,3,1,1,43,2,1,6,3,1,0
8,12,3,29,4,9,6,2,48,1,2,2,2,1,0
5,29,2,29,3,14,6,1,38,2,3,1,3,3,0
7,6,1,29,3,13,3,1,48,1,1,1,1,6,1
7,24,10,29,4,2,5,2,38,1,1,1,1,3,0
7,5,2,29,3,14,4,1,43,1,1,1,1,5,1
4,8,6,29,1,3,2,1,43,2,1,2,1,1,0
6,17,1,24,2,4,1,1,57,1,1,2,1,1,0
5,25,35,29,4,9,4,2,33,2,3,7,4,6,1
4,28,34,9,1,6,5,2,62,1,2,9,3,0,0
6,17,40,29,2,11,2,1,57,1,2,7,4,1,0
8,12,20,24,4,4,5,1,38,1,1,8,3,1,0
4,20,11,29,3,2,3,1,33,2,2,9,3,6,1
7,14,31,29,4,4,5,2,38,1,1,11,3,0,0
4,29,6,29,4,9,4,2,43,1,4,4,4,1,0
4,30,17,29,1,1,1,1,62,1,2,6,3,2,0
6,15,6,29,2,12,1,1,67,1,2,1,2,6,1
8,7,16,29,4,4,2,1,38,1,1,6,1,3,0
5,28,7,29,4,9,5,1,28,2,3,7,3,2,0
5,23,18,29,3,13,4,2,18,2,3,9,4,4,0
6,12,1,29,3,13,6,1,28,2,1,1,1,3,0
6,15,14,29,3,9,6,1,50,1,2,7,2,6,1
7,8,1,29,1,8,1,1,28,2,1,2,1,1,0
7,19,1,21,1,1,6,1,33,2,1,1,1,5,1
4,1,1,24,3,14,3,1,55,1,3,1,3,1,0
5,11,9,29,1,3,3,1,62,1,1,5,3,6,1
7,20,4,29,4,6,2,2,28,2,2,5,4,6,1
4,29,5,9,1,3,2,1,43,2,1,1,1,1,0
5,14,1,29,1,3,4,1,62,1,1,2,3,2,0
6,11,8,29,2,9,4,1,57,1,2,1,2,2,0
4,25,3,29,1,3,2,1,43,2,1,2,1,4,0
6,4,2,29,1,6,5,2,62,1,2,1,2,2,0
5,8,3,29,2,2,4,1,67,1,1,2,1,3,0
4,7,7,29,4,4,4,2,65,1,1,8,5,0,0
4,2,3,29,2,2,4,1,38,2,1,4,1,2,0
4,3,10,29,4,6,5,2,33,2,3,4,3,3,0
6,5,4,29,2,10,2,1,52,1,1,4,1,3,0
7,5,4,29,2,12,5,2,62,1,1,5,4,5,1
6,7,3,29,1,3,2,2,38,2,1,1,1,5,1
4,29,18,29,3,6,4,1,28,2,3,4,3,1,0
6,26,28,29,3,2,4,2,48,1,2,15,3,3,0
5,7,16,29,4,2,6,1,28,2,1,5,3,2,0
4,12,1,29,4,4,3,1,43,1,2,1,2,5,1
5,25,12,21,2,6,3,1,38,2,1,5,5,6,1
4,23,14,29,2,3,1,2,57,1,1,8,1,2,0
4,7,3,29,2,2,4,1,38,2,1,1,1,0,0
8,1,9,29,1,3,2,1,43,2,1,3,2,4,0
4,21,6,29,4,2,2,1,43,1,1,3,1,0,0
8,12,9,29,4,4,4,2,38,1,1,7,3,1,0
8,8,24,29,4,14,1,1,43,1,3,8,5,4,0
6,12,8,29,3,11,3,1,48,1,2,3,4,3,0
6,27,5,29,1,3,3,1,82,1,1,7,2,4,0
7,19,1,9,1,3,2,1,43,2,1,2,1,5,1
7,3,5,29,3,9,4,2,28,2,1,4,3,3,0
5,10,30,29,4,4,3,2,43,1,5,7,5,5,1
5,4,2,44,3,9,5,1,48,1,1,2,1,6,1
5,1,2,29,3,14,6,1,57,1,3,2,3,3,0
8,9,3,29,2,2,4,1,43,2,1,2,1,5,1
7,23,43,29,4,4,4,1,33,2,2,26,5,2,0
4,16,2,29,3,13,2,1,28,2,3,1,3,2,0
6,1,31,29,3,9,5,2,20,2,3,17,4,6,1
8,8,1,29,1,8,1,1,28,2,1,2,1,4,0
4,16,23,29,4,6,4,2,48,1,5,3,5,2,0
4,19,2,37,3,2,4,2,48,1,2,2,3,5,1
4,24,1,29,4,2,1,1,48,1,2,2,3,3,0
7,16,4,29,4,4,3,1,43,1,2,1,2,2,0
7,23,4,29,1,2,4,1,38,2,1,3,1,2,0
7,26,3,29,2,12,5,2,62,1,1,1,1,5,1
7,16,103,29,3,11,2,2,43,1,2,29,4,2,0
5,12,3,9,4,9,5,1,28,2,3,3,3,0,0
6,13,4,29,2,13,3,1,57,1,2,8,3,4,0
6,19,8,29,3,14,1,1,57,1,2,4,3,3,0
4,10,7,9,1,3,3,1,43,2,1,1,1,3,0
5,19,6,24,2,3,1,2,57,1,1,5,1,0,0
4,28,4,29,3,14,6,1,43,1,2,5,2,0,0
6,23,7,9,1,2,5,1,38,2,2,4,3,0,0
4,14,4,29,3,6,1,2,57,1,4,1,4,0,0
6,5,6,9,1,3,1,1,72,1,1,2,2,3,0
4,14,11,29,4,7,6,1,33,2,1,3,1,0,0
8,6,3,29,3,6,1,2,57,1,4,2,4,2,0
5,16,9,9,1,3,1,1,43,2,1,3,2,4,0
6,21,7,29,3,7,2,1,28,2,3,1,3,5,1
8,11,14,29,2,7,2,1,38,2,2,3,3,0,0
4,2,8,29,2,6,5,1,38,2,2,3,2,2,0
5,2,11,29,4,2,6,1,28,2,1,2,1,4,0
6,26,1,29,2,2,4,1,67,1,1,2,1,3,0
